County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,log_price,SaleYear,SaleMonth,Region,YearMonth,SaleMonthIndex,Region_Encoded
Galway,265000.0,0,0,0,12.487488878546143,2020,2,Galway,202002,50,12.22367664222348
Dublin,448898.0,0,1,1,13.01455319709991,2020,12,DUBLIN_OTHER,202012,60,12.82805540805788
Cork,210000.0,0,0,0,12.25486757159303,2020,12,Cork,202012,60,12.280259219313843
Westmeath,110000.0,0,0,0,11.60824473564232,2020,9,Westmeath,202009,57,11.91701109927168
Mayo,45000.0,0,0,0,10.714439990727769,2020,4,Mayo,202004,52,11.647304388407582
Kerry,122500.0,0,0,0,11.715874472198903,2020,3,Kerry,202003,51,11.932104184581927
Sligo,95000.0,0,0,0,11.461642696843066,2020,2,Sligo,202002,50,11.532504532475972
Carlow,140000.0,0,0,0,11.849404844423074,2020,11,Carlow,202011,59,11.884135350581444
Dublin,345000.0,0,0,0,12.75130259456002,2020,10,DUBLIN3,202010,58,12.908379597116191
Cork,212500.0,0,0,0,12.26670197321789,2020,12,Cork,202012,60,12.280259219313843
Cork,254000.0,1,1,1,12.445093483000798,2020,2,Cork,202002,50,12.280259219313843
Mayo,80000.0,0,0,0,11.289794413577894,2020,1,Mayo,202001,49,11.647304388407582
Cork,245000.0,0,0,0,12.409017571151187,2020,9,Cork,202009,57,12.280259219313843
Louth,270000.0,0,0,0,12.506180941677355,2020,5,Louth,202005,53,12.11888551082598
Leitrim,115000.0,0,0,0,11.652696102959752,2020,12,Leitrim,202012,60,11.509273756306966
Westmeath,215000.0,0,0,0,12.278397958261774,2020,7,Westmeath,202007,55,11.91701109927168
Kerry,315000.0,0,0,0,12.660331092405906,2020,2,Kerry,202002,50,11.932104184581927
Dublin,248000.0,0,0,0,12.421188057397057,2020,2,DUBLIN2,202002,50,12.899286295379076
Wicklow,325000.0,0,0,0,12.691583538230216,2020,10,Wicklow,202010,58,12.5724998102766
Dublin,356250.0,0,0,0,12.7833908175786,2020,1,DUBLIN9,202001,49,12.716641440431767
Mayo,130000.0,0,0,0,11.775297421715829,2020,1,Mayo,202001,49,11.647304388407582
Leitrim,50000.0,0,0,0,10.819798284210286,2020,1,Leitrim,202001,49,11.509273756306966
Dublin,290000.0,0,0,0,12.577639650232571,2020,9,DUBLIN11,202009,57,12.339432652196939
Tipperary,225000.0,0,0,0,12.323860125621126,2020,5,Tipperary,202005,53,11.753737449419647
Roscommon,190000.0,0,0,0,12.154784614286667,2020,11,Roscommon,202011,59,11.510307475483284
Dublin,615000.0,0,0,0,13.329379172803591,2020,4,DUBLIN18,202004,52,13.142960330138594
Wicklow,612334.0,0,1,1,13.325034797354515,2020,11,Wicklow,202011,59,12.5724998102766
Kilkenny,135000.0,0,0,0,11.81303746480054,2020,10,Kilkenny,202010,58,12.156775883438081
Cork,135000.0,0,0,0,11.81303746480054,2020,3,Cork,202003,51,12.280259219313843
Dublin,360000.0,0,0,0,12.793862088206213,2020,10,DUBLIN_OTHER,202010,58,12.82805540805788
Dublin,375000.0,0,0,0,12.83468397161566,2020,11,DUBLIN_OTHER,202011,59,12.82805540805788
Kilkenny,240000.0,0,0,0,12.388398368982116,2020,10,Kilkenny,202010,58,12.156775883438081
Dublin,415000.0,0,0,0,12.936036208848488,2020,1,DUBLIN_OTHER,202001,49,12.82805540805788
Dublin,385000.0,0,0,0,12.861001210669146,2020,10,DUBLIN4,202010,58,13.125308046383012
Meath,210000.0,0,0,0,12.25486757159303,2020,1,Meath,202001,49,12.408824051817101
Wicklow,277533.48,0,1,1,12.533700456702206,2020,11,Wicklow,202011,59,12.5724998102766
Waterford,166000.0,0,0,0,12.01974909141692,2020,3,Waterford,202003,51,11.982043480200419
Cork,246695.0,0,1,1,12.415912088360868,2020,10,Cork,202010,58,12.280259219313843
Dublin,312774.0,0,1,1,12.653239361185602,2020,3,DUBLIN_OTHER,202003,51,12.82805540805788
Kildare,317200.0,0,1,1,12.66729092132298,2020,4,Kildare,202004,52,12.50073792092379
Meath,233480.0,0,1,1,12.360855982330657,2020,12,Meath,202012,60,12.408824051817101
Waterford,280000.0,0,0,0,12.54254845357358,2020,10,Waterford,202010,58,11.982043480200419
Louth,180000.0,0,0,0,12.100717685412471,2020,1,Louth,202001,49,12.11888551082598
Donegal,25000.0,0,0,0,10.12667110305036,2020,10,Donegal,202010,58,11.509086582750662
Meath,186000.0,0,0,0,12.133507329024972,2020,2,Meath,202002,50,12.408824051817101
Limerick,148000.0,0,0,0,11.904974309480185,2020,10,Limerick,202010,58,11.977922350387251
Meath,100000.0,0,0,0,11.51293546492023,2020,9,Meath,202009,57,12.408824051817101
Dublin,215000.0,0,0,0,12.278397958261774,2020,9,DUBLIN15,202009,57,12.609963435765724
Wicklow,555066.08,0,1,1,13.226844250289869,2020,9,Wicklow,202009,57,12.5724998102766
Kilkenny,350000.0,0,0,0,12.765691290604371,2020,3,Kilkenny,202003,51,12.156775883438081
Tipperary,175000.0,0,0,0,12.07254696717504,2020,2,Tipperary,202002,50,11.753737449419647
Wicklow,188000.0,0,0,0,12.144202560946876,2020,10,Wicklow,202010,58,12.5724998102766
Dublin,235000.0,0,0,0,12.367345048436391,2020,8,DUBLIN3,202008,56,12.908379597116191
Carlow,71104.0,0,0,0,11.171912936806796,2020,11,Carlow,202011,59,11.884135350581444
Dublin,512500.0,0,0,0,13.147057941212308,2020,12,DUBLIN_OTHER,202012,60,12.82805540805788
Sligo,125000.0,0,0,0,11.736077016252436,2020,5,Sligo,202005,53,11.532504532475972
Cork,265987.51,0,1,1,12.491208391342164,2020,6,Cork,202006,54,12.280259219313843
Dublin,10000.0,0,0,1,9.210440366976515,2020,8,DUBLIN_OTHER,202008,56,12.82805540805788
Dublin,165000.0,0,0,0,12.013706813470414,2020,3,DUBLIN_OTHER,202003,51,12.82805540805788
Tipperary,95000.0,0,0,0,11.461642696843066,2020,4,Tipperary,202004,52,11.753737449419647
Dublin,350000.0,0,0,0,12.765691290604371,2020,6,DUBLIN15,202006,54,12.609963435765724
Kerry,332500.0,0,0,0,12.71439814659232,2020,8,Kerry,202008,56,11.932104184581927
Dublin,283800.0,0,0,0,12.556028567310046,2020,10,DUBLIN8,202010,58,12.898163447785901
Westmeath,152500.0,0,0,0,11.934926432385152,2020,12,Westmeath,202012,60,11.91701109927168
Kerry,265000.0,0,0,0,12.487488878546143,2020,10,Kerry,202010,58,11.932104184581927
Cork,140000.0,0,0,0,11.849404844423074,2020,3,Cork,202003,51,12.280259219313843
Tipperary,150000.0,1,0,0,11.918397239722838,2020,1,Tipperary,202001,49,11.753737449419647
Dublin,280000.0,0,0,0,12.54254845357358,2020,9,DUBLIN18,202009,57,13.142960330138594
Dublin,197000.0,0,0,0,12.190964083849376,2020,7,DUBLIN9,202007,55,12.716641440431767
Roscommon,180000.0,0,0,0,12.100717685412471,2020,12,Roscommon,202012,60,11.510307475483284
Kildare,405286.34,0,1,1,12.91235157600715,2020,11,Kildare,202011,59,12.50073792092379
Westmeath,265000.0,0,0,0,12.487488878546143,2020,5,Westmeath,202005,53,11.91701109927168
Wicklow,390000.0,0,0,0,12.873904582205109,2020,11,Wicklow,202011,59,12.5724998102766
Dublin,299950.0,0,0,0,12.611374406964662,2020,3,DUBLIN_OTHER,202003,51,12.82805540805788
Kildare,639391.05,0,1,1,13.368273081999146,2020,10,Kildare,202010,58,12.50073792092379
Dublin,244000.0,0,0,0,12.404927602627597,2020,11,DUBLIN6,202011,59,13.481719003569271
Waterford,80000.0,0,0,0,11.289794413577894,2020,12,Waterford,202012,60,11.982043480200419
Kerry,80500.0,0,0,0,11.296024885689746,2020,12,Kerry,202012,60,11.932104184581927
Dublin,290748.0,0,1,1,12.580215630994084,2020,12,DUBLIN_OTHER,202012,60,12.82805540805788
Galway,250000.0,0,0,0,12.429220196836384,2020,3,Galway,202003,51,12.22367664222348
Cork,334801.0,0,1,1,12.721294591295266,2020,12,Cork,202012,60,12.280259219313843
Limerick,143281.25,0,0,0,11.872571740128882,2020,2,Limerick,202002,50,11.977922350387251
Cavan,199500.0,0,0,0,12.20357452783082,2020,3,Cavan,202003,51,11.761588661745357
Mayo,40000.0,0,0,0,10.59665973278358,2020,7,Mayo,202007,55,11.647304388407582
Meath,293000.0,0,0,0,12.587931300962664,2020,2,Meath,202002,50,12.408824051817101
Donegal,138000.0,0,0,0,11.8350162104899,2020,4,Donegal,202004,52,11.509086582750662
Dublin,345000.0,0,0,0,12.75130259456002,2020,8,DUBLIN7,202008,56,12.767096836761821
Laois,585000.0,0,0,0,13.279368835614244,2020,11,Laois,202011,59,11.91807288621821
Meath,475000.0,0,0,0,13.07107218827772,2020,10,Meath,202010,58,12.408824051817101
Clare,145000.0,0,0,0,11.884495917930655,2020,10,Clare,202010,58,11.99209266745453
Galway,253000.0,0,0,0,12.441148720271016,2020,5,Galway,202005,53,12.22367664222348
Donegal,95000.0,0,0,0,11.461642696843066,2020,7,Donegal,202007,55,11.509086582750662
Limerick,142000.0,0,0,0,11.863589378812122,2020,11,Limerick,202011,59,11.977922350387251
Dublin,475000.0,0,0,0,13.07107218827772,2020,9,DUBLIN14,202009,57,13.194918141220796
Roscommon,54000.0,0,0,0,10.896757843893464,2020,12,Roscommon,202012,60,11.510307475483284
Cork,190000.0,0,0,0,12.154784614286667,2020,3,Cork,202003,51,12.280259219313843
Limerick,230837.0,0,1,1,12.349471444777668,2020,11,Limerick,202011,59,11.977922350387251
Cavan,55000.0,0,0,0,10.915106645867503,2020,2,Cavan,202002,50,11.761588661745357
Dublin,460000.0,0,0,0,13.03898394237596,2020,1,DUBLIN_OTHER,202001,49,12.82805540805788
Dublin,362000.0,0,0,0,12.799402253235032,2020,1,DUBLIN11,202001,49,12.339432652196939
Dublin,602069.0,0,1,1,13.30812899660084,2020,4,DUBLIN_OTHER,202004,52,12.82805540805788
Cork,280000.0,0,0,0,12.54254845357358,2020,12,Cork,202012,60,12.280259219313843
Westmeath,250000.0,0,1,1,12.429220196836384,2020,1,Westmeath,202001,49,11.91701109927168
Wicklow,430000.0,0,0,0,12.971542813248435,2020,12,Wicklow,202012,60,12.5724998102766
Kerry,55299.0,0,0,0,10.920528187510426,2020,6,Kerry,202006,54,11.932104184581927
Dublin,153000.0,0,0,0,11.938199736300923,2020,12,DUBLIN12,202012,60,12.600243885483977
Clare,55000.0,0,0,0,10.915106645867503,2020,4,Clare,202004,52,11.99209266745453
Meath,40000.0,0,0,0,10.59665973278358,2020,4,Meath,202004,52,12.408824051817101
Tipperary,140000.0,0,0,0,11.849404844423074,2020,12,Tipperary,202012,60,11.753737449419647
Galway,207500.0,0,0,0,12.242891437918386,2020,1,Galway,202001,49,12.22367664222348
Dublin,240000.0,0,0,0,12.388398368982116,2020,1,DUBLIN4,202001,49,13.125308046383012
Laois,220000.0,0,0,0,12.301387370778713,2020,12,Laois,202012,60,11.91807288621821
Sligo,235000.0,0,0,0,12.367345048436391,2020,1,Sligo,202001,49,11.532504532475972
Cork,210000.0,0,0,0,12.25486757159303,2020,6,Cork,202006,54,12.280259219313843
Cork,140000.0,0,0,0,11.849404844423074,2020,4,Cork,202004,52,12.280259219313843
Kildare,396475.77,0,1,1,12.89037273069885,2020,11,Kildare,202011,59,12.50073792092379
Dublin,250000.0,0,0,0,12.429220196836384,2020,12,DUBLIN24,202012,60,12.480918449887318
Wicklow,1750000.0,0,0,0,14.375126917328105,2020,9,Wicklow,202009,57,12.5724998102766
Cork,203500.0,0,0,0,12.223426197857629,2020,10,Cork,202010,58,12.280259219313843
Waterford,195000.0,0,0,0,12.180759965737863,2020,11,Waterford,202011,59,11.982043480200419
Laois,295000.0,0,0,0,12.59473402514672,2020,9,Laois,202009,57,11.91807288621821
Dublin,397000.0,0,0,0,12.891694078557842,2020,10,DUBLIN15,202010,58,12.609963435765724
Kildare,317180.62,0,1,1,12.66722982254948,2020,11,Kildare,202011,59,12.50073792092379
Kildare,352422.91,0,1,1,12.772590019777708,2020,3,Kildare,202003,51,12.50073792092379
Wexford,242300.0,0,1,1,12.397936033911249,2020,12,Wexford,202012,60,11.976793111999138
Wicklow,350000.0,0,0,0,12.765691290604371,2020,9,Wicklow,202009,57,12.5724998102766
Dublin,315000.0,0,0,0,12.660331092405906,2020,12,DUBLIN12,202012,60,12.600243885483977
Kildare,335000.0,0,0,0,12.721888795877376,2020,1,Kildare,202001,49,12.50073792092379
Mayo,65000.0,0,0,0,11.082157933374816,2020,12,Mayo,202012,60,11.647304388407582
Waterford,325948.0,0,1,1,12.694496206392772,2020,12,Waterford,202012,60,11.982043480200419
Dublin,208000.0,0,0,0,12.245298166364206,2020,1,DUBLIN24,202001,49,12.480918449887318
Clare,325000.0,0,0,0,12.691583538230216,2020,6,Clare,202006,54,11.99209266745453
Dublin,563876.0,0,1,1,13.2425914215898,2020,10,DUBLIN_OTHER,202010,58,12.82805540805788
Kildare,470000.0,0,0,0,13.060490101343552,2020,2,Kildare,202002,50,12.50073792092379
Kildare,356828.0,0,1,1,12.785011954412017,2020,12,Kildare,202012,60,12.50073792092379
Dublin,475000.0,0,0,0,13.07107218827772,2020,12,DUBLIN16,202012,60,13.019871724586507
Dublin,310000.0,0,0,0,12.644330802262578,2020,10,DUBLIN5,202010,58,12.851959341591442
Dublin,870000.0,0,0,0,13.676249640055394,2020,2,DUBLIN3,202002,50,12.908379597116191
Wicklow,70000.0,1,0,0,11.156264806643742,2020,7,Wicklow,202007,55,12.5724998102766
Tipperary,400000.0,0,0,0,12.899222326086994,2020,12,Tipperary,202012,60,11.753737449419647
Dublin,312000.0,0,0,0,12.650761671914688,2020,4,DUBLIN1,202004,52,12.660466550378484
Cork,265000.0,0,0,0,12.487488878546143,2020,2,Cork,202002,50,12.280259219313843
Tipperary,72500.0,0,0,0,11.19135563385109,2020,11,Tipperary,202011,59,11.753737449419647
Wexford,202905.0,0,0,0,12.220498096594037,2020,11,Wexford,202011,59,11.976793111999138
Dublin,215000.0,0,0,0,12.278397958261774,2020,10,DUBLIN15,202010,58,12.609963435765724
Dublin,322500.0,1,0,0,12.683861515988353,2020,9,DUBLIN7,202009,57,12.767096836761821
Dublin,478581.0,0,1,1,13.078582844054203,2020,4,DUBLIN_OTHER,202004,52,12.82805540805788
Dublin,510000.0,0,0,0,13.1421679654829,2020,3,DUBLIN9,202003,51,12.716641440431767
Limerick,169000.0,0,0,0,12.037659911047468,2020,12,Limerick,202012,60,11.977922350387251
Dublin,320000.0,0,0,0,12.676079399771028,2020,10,DUBLIN_OTHER,202010,58,12.82805540805788
Clare,140000.0,0,0,0,11.849404844423074,2020,7,Clare,202007,55,11.99209266745453
Dublin,510000.0,0,0,0,13.1421679654829,2020,6,DUBLIN5,202006,54,12.851959341591442
Sligo,55000.0,0,0,0,10.915106645867503,2020,10,Sligo,202010,58,11.532504532475972
Roscommon,94000.0,0,0,0,11.451060699493429,2020,3,Roscommon,202003,51,11.510307475483284
Galway,298000.0,0,0,0,12.604852121186608,2020,9,Galway,202009,57,12.22367664222348
Dublin,155000.0,0,0,0,11.951186847493476,2020,10,DUBLIN24,202010,58,12.480918449887318
Dublin,409249.0,0,0,0,12.922081495233382,2020,7,DUBLIN1,202007,55,12.660466550378484
Wexford,268722.46,0,1,1,12.501438100059191,2020,10,Wexford,202010,58,11.976793111999138
Dublin,253000.0,0,0,0,12.441148720271016,2020,3,DUBLIN7,202003,51,12.767096836761821
Cork,325749.0,0,1,1,12.693885494987091,2020,8,Cork,202008,56,12.280259219313843
Dublin,450000.0,0,0,1,13.017005083966255,2020,12,DUBLIN15,202012,60,12.609963435765724
Kildare,400000.0,0,0,0,12.899222326086994,2020,3,Kildare,202003,51,12.50073792092379
Wicklow,354000.0,0,0,0,12.777055016970678,2020,11,Wicklow,202011,59,12.5724998102766
Mayo,225946.65,0,1,1,12.32805861425425,2020,9,Mayo,202009,57,11.647304388407582
Dublin,418086.0,0,1,1,12.943444823821316,2020,12,DUBLIN_OTHER,202012,60,12.82805540805788
Dublin,352422.91,0,1,1,12.772590019777708,2020,12,DUBLIN_OTHER,202012,60,12.82805540805788
Waterford,76626.44,1,0,0,11.24671051612467,2020,10,Waterford,202010,58,11.982043480200419
Roscommon,310000.0,0,0,0,12.644330802262578,2020,1,Roscommon,202001,49,11.510307475483284
Cork,305000.0,0,0,0,12.628070334272698,2020,6,Cork,202006,54,12.280259219313843
Westmeath,190000.0,1,0,0,12.154784614286667,2020,10,Westmeath,202010,58,11.91701109927168
Dublin,400000.0,0,0,0,12.899222326086994,2020,9,DUBLIN_OTHER,202009,57,12.82805540805788
Dublin,326000.0,0,0,0,12.694655727828804,2020,11,DUBLIN8,202011,59,12.898163447785901
Dublin,148000.0,0,0,0,11.904974309480185,2020,4,DUBLIN22,202004,52,12.289767605128569
Kerry,210000.0,0,0,0,12.25486757159303,2020,5,Kerry,202005,53,11.932104184581927
Mayo,260440.04,0,1,1,12.470131780585032,2020,3,Mayo,202003,51,11.647304388407582
Clare,305000.0,0,0,0,12.628070334272698,2020,3,Clare,202003,51,11.99209266745453
Limerick,460000.0,0,0,0,13.03898394237596,2020,3,Limerick,202003,51,11.977922350387251
Leitrim,63000.0,0,0,0,11.050905878263569,2020,12,Leitrim,202012,60,11.509273756306966
Dublin,750000.0,0,0,0,13.527829818844936,2020,2,DUBLIN15,202002,50,12.609963435765724
Clare,200000.0,1,0,0,12.206077645517674,2020,1,Clare,202001,49,11.99209266745453
Tipperary,72000.0,0,0,0,11.184435286790633,2020,10,Tipperary,202010,58,11.753737449419647
Dublin,200000.0,0,0,0,12.206077645517674,2020,8,DUBLIN6,202008,56,13.481719003569271
Meath,185000.0,0,0,0,12.128116509451258,2020,10,Meath,202010,58,12.408824051817101
Dublin,440528.63,0,1,1,12.99573298656841,2020,3,DUBLIN_OTHER,202003,51,12.82805540805788
Roscommon,272000.0,0,0,0,12.513561021741964,2020,10,Roscommon,202010,58,11.510307475483284
Meath,339207.04,0,1,1,12.734368885449166,2020,5,Meath,202005,53,12.408824051817101
Monaghan,69000.0,0,0,0,11.141876276228,2020,4,Monaghan,202004,52,11.7966673157685
Donegal,43500.0,0,0,0,10.680539205318292,2020,9,Donegal,202009,57,11.509086582750662
Wexford,148000.0,0,0,0,11.904974309480185,2020,9,Wexford,202009,57,11.976793111999138
Clare,255000.0,0,0,0,12.449022745701502,2020,11,Clare,202011,59,11.99209266745453
Tipperary,70000.0,0,0,0,11.156264806643742,2020,2,Tipperary,202002,50,11.753737449419647
Waterford,358975.0,0,1,1,12.79101081286801,2020,6,Waterford,202006,54,11.982043480200419
Kildare,165000.0,0,0,0,12.013706813470414,2020,9,Kildare,202009,57,12.50073792092379
Dublin,546256.0,0,1,1,13.210844839955138,2020,12,DUBLIN_OTHER,202012,60,12.82805540805788
Clare,180000.0,1,0,0,12.100717685412471,2020,2,Clare,202002,50,11.99209266745453
Kildare,450000.0,0,0,0,13.017005083966255,2020,2,Kildare,202002,50,12.50073792092379
Galway,215000.0,0,0,0,12.278397958261774,2020,10,Galway,202010,58,12.22367664222348
Kilkenny,109989.0,0,0,0,11.608144731551162,2020,2,Kilkenny,202002,50,12.156775883438081
Monaghan,174000.0,0,0,0,12.066816325306588,2020,8,Monaghan,202008,56,11.7966673157685
Wexford,95000.0,0,0,0,11.461642696843066,2020,6,Wexford,202006,54,11.976793111999138
Dublin,215000.0,0,0,0,12.278397958261774,2020,11,DUBLIN10,202011,59,12.195544864399558
Dublin,720000.0,0,0,0,13.487007879880162,2020,3,DUBLIN_OTHER,202003,51,12.82805540805788
Galway,700000.0,0,0,0,13.45883704259595,2020,9,Galway,202009,57,12.22367664222348
Donegal,97000.0,0,0,0,11.48247656671073,2020,11,Donegal,202011,59,11.509086582750662
Donegal,150000.0,0,0,0,11.918397239722838,2020,4,Donegal,202004,52,11.509086582750662
Dublin,3000000.0,0,0,0,14.914123179965662,2020,7,DUBLIN_OTHER,202007,55,12.82805540805788
Dublin,322000.0,0,0,0,12.682309930111783,2020,1,DUBLIN1,202001,49,12.660466550378484
Kilkenny,185000.0,0,0,0,12.128116509451258,2020,10,Kilkenny,202010,58,12.156775883438081
Wicklow,222500.0,0,0,0,12.312686874960354,2020,6,Wicklow,202006,54,12.5724998102766
Donegal,140000.0,0,0,0,11.849404844423074,2020,6,Donegal,202006,54,11.509086582750662
Dublin,474000.0,0,0,0,13.06896471037963,2020,9,DUBLIN16,202009,57,13.019871724586507
Dublin,462000.0,0,0,0,13.043322334563696,2020,10,DUBLIN8,202010,58,12.898163447785901
Wicklow,450000.0,0,0,0,13.017005083966255,2020,11,Wicklow,202011,59,12.5724998102766
Dublin,1000000.0,0,0,0,13.815511557963774,2020,3,DUBLIN4,202003,51,13.125308046383012
Laois,132565.0,0,0,0,11.794835913598758,2020,11,Laois,202011,59,11.91807288621821
Kilkenny,230000.0,0,0,0,12.345838935721968,2020,10,Kilkenny,202010,58,12.156775883438081
Galway,30000.0,1,0,0,10.308985993422082,2020,9,Galway,202009,57,12.22367664222348
Offaly,60000.0,1,0,0,11.002116507732016,2020,3,Offaly,202003,51,11.73533233989269
Galway,295000.0,0,1,1,12.59473402514672,2020,7,Galway,202007,55,12.22367664222348
Dublin,340000.0,0,0,0,12.73670383776449,2020,11,DUBLIN4,202011,59,13.125308046383012
Dublin,34750.0,1,0,0,10.455963627557306,2020,8,DUBLIN_OTHER,202008,56,12.82805540805788
Kerry,195000.0,0,0,0,12.180759965737863,2020,12,Kerry,202012,60,11.932104184581927
Limerick,143281.25,0,0,0,11.872571740128882,2020,2,Limerick,202002,50,11.977922350387251
Dublin,710000.0,0,0,0,13.47302165746721,2020,2,DUBLIN_OTHER,202002,50,12.82805540805788
Dublin,529304.07,1,1,1,13.179320236489035,2020,3,DUBLIN_OTHER,202003,51,12.82805540805788
Donegal,220000.0,0,0,0,12.301387370778713,2020,1,Donegal,202001,49,11.509086582750662
Meath,175000.0,0,0,0,12.07254696717504,2020,5,Meath,202005,53,12.408824051817101
Tipperary,112192.63,1,0,0,11.627981496840512,2020,9,Tipperary,202009,57,11.753737449419647
Wexford,277533.0,0,1,1,12.533698727185875,2020,12,Wexford,202012,60,11.976793111999138
Dublin,130000.0,0,0,0,11.775297421715829,2020,11,DUBLIN_OTHER,202011,59,12.82805540805788
Galway,235000.0,0,0,0,12.367345048436391,2020,10,Galway,202010,58,12.22367664222348
Dublin,295000.0,0,0,0,12.59473402514672,2020,4,DUBLIN18,202004,52,13.142960330138594
Dublin,325000.0,0,0,0,12.691583538230216,2020,12,DUBLIN11,202012,60,12.339432652196939
Cork,235000.0,0,0,0,12.367345048436391,2020,2,Cork,202002,50,12.280259219313843
Cork,260000.0,0,0,0,12.468440756144114,2020,4,Cork,202004,52,12.280259219313843
Meath,237885.46,0,1,1,12.379548780001318,2020,7,Meath,202007,55,12.408824051817101
Donegal,95000.0,0,0,1,11.461642696843066,2020,12,Donegal,202012,60,11.509086582750662
Dublin,310000.0,0,0,0,12.644330802262578,2020,10,DUBLIN_OTHER,202010,58,12.82805540805788
Galway,520000.0,0,0,0,13.161586013632684,2020,9,Galway,202009,57,12.22367664222348
Kildare,154084.0,0,0,0,11.945259677180417,2020,1,Kildare,202001,49,12.50073792092379
Dublin,465000.0,0,0,0,13.049794835104816,2020,5,DUBLIN_OTHER,202005,53,12.82805540805788
Dublin,457317.07,0,1,1,13.033134423407343,2020,8,DUBLIN_OTHER,202008,56,12.82805540805788
Meath,303964.0,0,1,1,12.624667842181262,2020,6,Meath,202006,54,12.408824051817101
Dublin,540000.0,0,0,0,13.199326270390594,2020,12,DUBLIN16,202012,60,13.019871724586507
Roscommon,163000.0,0,0,0,12.001511614739403,2020,9,Roscommon,202009,57,11.510307475483284
Dublin,326000.0,0,0,0,12.694655727828804,2020,1,DUBLIN_OTHER,202001,49,12.82805540805788
Waterford,146000.0,0,0,0,11.891368749982083,2020,3,Waterford,202003,51,11.982043480200419
Clare,169000.0,0,0,0,12.037659911047468,2020,10,Clare,202010,58,11.99209266745453
Kerry,157000.0,0,0,0,11.964007453736912,2020,4,Kerry,202004,52,11.932104184581927
Cork,125000.0,0,0,0,11.736077016252436,2020,5,Cork,202005,53,12.280259219313843
Dublin,593000.0,0,0,0,13.292951364319082,2020,9,DUBLIN_OTHER,202009,57,12.82805540805788
Kildare,300000.0,0,0,0,12.611541086966117,2020,2,Kildare,202002,50,12.50073792092379
Waterford,150000.0,0,0,0,11.918397239722838,2020,12,Waterford,202012,60,11.982043480200419
Limerick,135000.0,0,0,0,11.81303746480054,2020,8,Limerick,202008,56,11.977922350387251
Cork,413000.0,0,0,0,12.931205293247745,2020,9,Cork,202009,57,12.280259219313843
Cork,162500.0,0,0,0,11.998439434579147,2020,9,Cork,202009,57,12.280259219313843
Clare,292500.0,0,0,0,12.586223364451625,2020,2,Clare,202002,50,11.99209266745453
Sligo,10000.0,0,0,0,9.210440366976515,2020,6,Sligo,202006,54,11.532504532475972
Limerick,35000.0,0,0,0,10.463131911491969,2020,11,Limerick,202011,59,11.977922350387251
Wexford,175000.0,0,0,0,12.07254696717504,2020,12,Wexford,202012,60,11.976793111999138
Waterford,109000.0,0,0,0,11.599112335481124,2020,12,Waterford,202012,60,11.982043480200419
Cork,200000.0,0,0,0,12.206077645517674,2020,9,Cork,202009,57,12.280259219313843
Limerick,210000.0,1,0,0,12.25486757159303,2020,3,Limerick,202003,51,11.977922350387251
Waterford,247000.0,0,0,0,12.417147664184917,2020,11,Waterford,202011,59,11.982043480200419
Kerry,287500.0,0,0,0,12.568981617474362,2020,5,Kerry,202005,53,11.932104184581927
Limerick,165000.0,0,0,0,12.013706813470414,2020,6,Limerick,202006,54,11.977922350387251
Roscommon,185000.0,0,0,0,12.128116509451258,2020,8,Roscommon,202008,56,11.510307475483284
Dublin,560000.0,0,0,0,13.235693848424024,2020,3,DUBLIN7,202003,51,12.767096836761821
Mayo,295000.0,0,1,1,12.59473402514672,2020,3,Mayo,202003,51,11.647304388407582
Wexford,250000.0,0,0,0,12.429220196836384,2020,11,Wexford,202011,59,11.976793111999138
Dublin,380000.0,0,0,0,12.847929163278051,2020,1,DUBLIN3,202001,49,12.908379597116191
Laois,240000.0,0,0,0,12.388398368982116,2020,9,Laois,202009,57,11.91807288621821
Offaly,163000.0,0,0,0,12.001511614739403,2020,12,Offaly,202012,60,11.73533233989269
Meath,248000.0,0,0,0,12.421188057397057,2020,12,Meath,202012,60,12.408824051817101
Dublin,270000.0,0,0,0,12.506180941677355,2020,10,DUBLIN_OTHER,202010,58,12.82805540805788
Wexford,214977.97,0,1,1,12.278295488372216,2020,11,Wexford,202011,59,11.976793111999138
Dublin,455000.0,0,0,0,13.02805489573287,2020,4,DUBLIN_OTHER,202004,52,12.82805540805788
Dublin,6951541.85,0,1,1,15.754474185709974,2020,9,DUBLIN_OTHER,202009,57,12.82805540805788
Offaly,135000.0,0,0,0,11.81303746480054,2020,8,Offaly,202008,56,11.73533233989269
Dublin,520000.0,0,0,0,13.161586013632684,2020,6,DUBLIN_OTHER,202006,54,12.82805540805788
Dublin,247500.0,0,0,0,12.41916990138676,2020,10,DUBLIN12,202010,58,12.600243885483977
Westmeath,90000.0,0,0,0,11.407576060361786,2020,4,Westmeath,202004,52,11.91701109927168
Dublin,427500.0,0,0,0,12.965711906537503,2020,3,DUBLIN_OTHER,202003,51,12.82805540805788
Cork,16666.68,0,0,0,9.721226793893928,2020,9,Cork,202009,57,12.280259219313843
Galway,258000.0,0,0,0,12.460718739865236,2020,11,Galway,202011,59,12.22367664222348
Galway,198237.0,0,1,1,12.197223608030802,2020,12,Galway,202012,60,12.22367664222348
Dublin,40000.0,0,1,1,10.59665973278358,2020,12,DUBLIN_OTHER,202012,60,12.82805540805788
