County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,SaleYear,SaleMonth,Region
Dublin,390000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,DUBLIN4
Wexford,240000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Dublin,475000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,DUBLIN4
Waterford,360000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Offaly,268722.0,No,Yes,New Dwelling house /Apartment,2021,9,NON_DUBLIN
Cork,339206.0,No,Yes,New Dwelling house /Apartment,2021,5,NON_DUBLIN
Tipperary,190000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Kerry,140000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Meath,400000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Kildare,285000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,NON_DUBLIN
Wicklow,308370.0,No,Yes,New Dwelling house /Apartment,2021,5,NON_DUBLIN
Cork,160000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Cork,301000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Dublin,415000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,DUBLIN_OTHER
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,DUBLIN_OTHER
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,DUBLIN_OTHER
Dublin,262000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,DUBLIN20
Galway,50000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Clare,50000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Galway,210000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Galway,212000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Kildare,365638.77,No,Yes,New Dwelling house /Apartment,2021,5,NON_DUBLIN
Westmeath,169000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Cork,320000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Dublin,395000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,DUBLIN_OTHER
Clare,265000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Kilkenny,156000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Mayo,165000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Meath,210000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Dublin,298000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,DUBLIN15
Roscommon,190000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Kildare,253303.96,No,Yes,New Dwelling house /Apartment,2021,2,NON_DUBLIN
Kildare,153500.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Wexford,235000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Louth,171000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Dublin,314977.97,No,Yes,New Dwelling house /Apartment,2021,6,DUBLIN_OTHER
Donegal,137000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Cork,200000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Offaly,180000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,NON_DUBLIN
Kilkenny,30000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Kerry,367500.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,NON_DUBLIN
Westmeath,124950.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Carlow,193000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Waterford,315749.0,No,Yes,New Dwelling house /Apartment,2021,12,NON_DUBLIN
Dublin,514000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,DUBLIN18
Galway,581498.0,No,Yes,New Dwelling house /Apartment,2021,8,NON_DUBLIN
Galway,383260.0,No,Yes,New Dwelling house /Apartment,2021,1,NON_DUBLIN
Cork,385000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,DUBLIN_OTHER
Kildare,415000.0,No,Yes,New Dwelling house /Apartment,2021,12,NON_DUBLIN
Cork,600000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Dublin,445000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,DUBLIN5
Cork,280000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Kilkenny,420000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Galway,149780.0,No,Yes,New Dwelling house /Apartment,2021,6,NON_DUBLIN
Donegal,118000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,1,NON_DUBLIN
Cork,270000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Cork,40000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,DUBLIN15
Waterford,100000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,1,NON_DUBLIN
Meath,297357.0,No,Yes,New Dwelling house /Apartment,2021,11,NON_DUBLIN
Dublin,565000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,DUBLIN_OTHER
Carlow,345000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Longford,137000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Mayo,158000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Roscommon,330000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Cork,345000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Cork,205000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Dublin,210000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,DUBLIN24
Galway,196500.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Cork,185000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,DUBLIN22
Waterford,350000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Dublin,600000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,DUBLIN14
Wexford,85000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Wicklow,370000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Kildare,315000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Cork,170000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Cork,450000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Carlow,184000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Tipperary,195000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Carlow,465000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Dublin,292000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,DUBLIN15
Dublin,515000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,DUBLIN18
Cork,180000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Longford,275000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Dublin,675500.0,No,Yes,New Dwelling house /Apartment,2021,9,DUBLIN_OTHER
Mayo,275000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Kildare,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Carlow,225000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Kerry,66000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Cavan,251000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Clare,249000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Kildare,140000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,DUBLIN15
Cork,242000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Donegal,402000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Kildare,453743.0,No,Yes,New Dwelling house /Apartment,2021,12,NON_DUBLIN
Roscommon,130000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Dublin,550000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,DUBLIN16
Dublin,675500.0,No,Yes,New Dwelling house /Apartment,2021,12,DUBLIN_OTHER
Wexford,240000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Waterford,303965.0,No,Yes,New Dwelling house /Apartment,2021,6,NON_DUBLIN
Cork,138000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Wicklow,525000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Waterford,127500.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,DUBLIN_OTHER
Kerry,275000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Cork,195000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Cork,183000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,NON_DUBLIN
Cork,300000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Wicklow,337500.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Cork,260000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Galway,180000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Limerick,138000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Dublin,286343.61,No,Yes,New Dwelling house /Apartment,2021,11,DUBLIN_OTHER
Dublin,457000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,DUBLIN18
Galway,225000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Kilkenny,221000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Dublin,370000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,DUBLIN15
Longford,190000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Cavan,140000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,DUBLIN_OTHER
Westmeath,262500.0,No,Yes,New Dwelling house /Apartment,2021,3,NON_DUBLIN
Kildare,330396.48,No,Yes,New Dwelling house /Apartment,2021,12,NON_DUBLIN
Roscommon,37000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Waterford,200000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Louth,200000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Waterford,35000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Kildare,128000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,DUBLIN4
Waterford,369000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Kerry,242000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Kildare,418502.2,No,Yes,New Dwelling house /Apartment,2021,11,NON_DUBLIN
Galway,241000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Mayo,258000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Louth,189427.31,No,Yes,New Dwelling house /Apartment,2021,7,NON_DUBLIN
Meath,100000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Limerick,263000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Louth,185845.25,No,Yes,New Dwelling house /Apartment,2021,10,NON_DUBLIN
Dublin,561000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,DUBLIN15
Cork,295991.0,No,Yes,New Dwelling house /Apartment,2021,6,NON_DUBLIN
Dublin,385000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,DUBLIN_OTHER
Clare,267000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Galway,205000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Carlow,160000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Dublin,321585.88,No,Yes,New Dwelling house /Apartment,2021,9,DUBLIN_OTHER
Carlow,176000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Dublin,510000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,DUBLIN_OTHER
Waterford,200000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Waterford,236000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Longford,105000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Dublin,315000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,DUBLIN3
Dublin,335100.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,DUBLIN15
Kilkenny,251784.0,Yes,Yes,New Dwelling house /Apartment,2021,4,NON_DUBLIN
Galway,78125.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Dublin,444000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,DUBLIN2
Cork,300000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Longford,540000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Kerry,140000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,DUBLIN_OTHER
Cork,385000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Clare,480000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Dublin,192000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,DUBLIN24
Tipperary,175000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Wicklow,270000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Laois,146000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Wexford,165198.0,No,Yes,New Dwelling house /Apartment,2021,10,NON_DUBLIN
Meath,400000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Meath,370000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Dublin,340000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,10,DUBLIN15
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,DUBLIN_OTHER
Monaghan,50000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,DUBLIN_OTHER
Waterford,183500.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,DUBLIN15
Cork,260000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Kildare,345000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Dublin,160000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,DUBLIN20
Clare,165000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Meath,163000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Kildare,259911.89,No,Yes,New Dwelling house /Apartment,2021,7,NON_DUBLIN
Limerick,150000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Meath,205000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,DUBLIN_OTHER
Waterford,260000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Dublin,170000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,DUBLIN_OTHER
Galway,475000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Meath,360000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Carlow,165000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Sligo,145000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,NON_DUBLIN
Roscommon,120000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Dublin,316000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,DUBLIN9
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,DUBLIN7
Dublin,350350.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,DUBLIN8
Galway,230000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,NON_DUBLIN
Tipperary,110000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Wexford,190000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Clare,40000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Dublin,210000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,DUBLIN_OTHER
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,DUBLIN18
Waterford,240000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Laois,140000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Limerick,292951.53,No,Yes,New Dwelling house /Apartment,2021,11,NON_DUBLIN
Louth,161533.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Meath,560000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Cork,440000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Kildare,251721.19,Yes,Yes,New Dwelling house /Apartment,2021,9,NON_DUBLIN
Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,DUBLIN_OTHER
Kildare,300000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Tipperary,138000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,DUBLIN8
Carlow,435000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Louth,325000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Wexford,215859.02,No,Yes,New Dwelling house /Apartment,2021,2,NON_DUBLIN
Mayo,190000.0,No,Yes,New Dwelling house /Apartment,2021,8,NON_DUBLIN
Dublin,525400.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,DUBLIN_OTHER
Limerick,324600.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Carlow,226432.0,No,Yes,New Dwelling house /Apartment,2021,12,NON_DUBLIN
Galway,255000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Wexford,270000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Kildare,321000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Sligo,200000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Sligo,175000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,DUBLIN_OTHER
Donegal,160000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Kildare,314977.97,No,Yes,New Dwelling house /Apartment,2021,10,NON_DUBLIN
Cork,430000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Dublin,395000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,DUBLIN7
Mayo,190000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,DUBLIN_OTHER
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,DUBLIN15
Roscommon,140000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Kildare,108000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Dublin,370000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,DUBLIN9
Donegal,85000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Roscommon,80000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Tipperary,356000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Laois,186280.53,Yes,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Meath,268722.0,No,Yes,New Dwelling house /Apartment,2021,10,NON_DUBLIN
Kerry,375000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Cork,390000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Wexford,209691.0,No,Yes,New Dwelling house /Apartment,2021,7,NON_DUBLIN
Cork,445000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,DUBLIN_OTHER
Dublin,330000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,DUBLIN7
Longford,80000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,DUBLIN_OTHER
Galway,450000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Meath,254743.0,No,Yes,New Dwelling house /Apartment,2021,9,NON_DUBLIN
Cork,245000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Cork,325000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Cork,281000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Sligo,220000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,DUBLIN15
Dublin,497000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,DUBLIN16
Dublin,435000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,DUBLIN3
Dublin,332000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,DUBLIN_OTHER
Laois,300000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Cork,160000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Tipperary,190000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Meath,167000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Meath,449339.2,No,Yes,New Dwelling house /Apartment,2021,11,NON_DUBLIN
Galway,215000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Dublin,128914.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,10,DUBLIN_OTHER
Galway,211406.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,NON_DUBLIN
Dublin,650000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,DUBLIN6
Kerry,316000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Mayo,36000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Meath,286343.61,No,Yes,New Dwelling house /Apartment,2021,4,NON_DUBLIN
Dublin,50000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,4,DUBLIN9
Galway,155000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Dublin,595000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,DUBLIN14
Wicklow,185000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Kildare,405286.33,No,Yes,New Dwelling house /Apartment,2021,12,NON_DUBLIN
Waterford,88000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Roscommon,51500.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Dublin,478000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,DUBLIN5
Dublin,612335.0,No,Yes,New Dwelling house /Apartment,2021,3,DUBLIN_OTHER
Kilkenny,262000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,DUBLIN_OTHER
Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,DUBLIN_OTHER
Kildare,364000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
