County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,SaleYear,SaleMonth,Region
Dublin,35000.0,No,Yes,New Dwelling house /Apartment,2021,4,DUBLIN_OTHER
Dublin,410000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,DUBLIN_OTHER
Dublin,510000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,DUBLIN16
Cork,190000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Offaly,151000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Kerry,53600.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Sligo,72000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Kerry,85000.0,No,Yes,New Dwelling house /Apartment,2021,12,NON_DUBLIN
Meath,281938.32,No,Yes,New Dwelling house /Apartment,2021,9,NON_DUBLIN
Mayo,180000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Sligo,45000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Limerick,210000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Donegal,120000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Longford,260000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Cork,165000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Offaly,210000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Cork,240000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Cork,340000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Dublin,427500.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,DUBLIN5
Dublin,425000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,DUBLIN9
Laois,202643.17,No,Yes,New Dwelling house /Apartment,2021,6,NON_DUBLIN
Westmeath,163000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Kilkenny,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Wicklow,265000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Tipperary,36875.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Sligo,440000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Dublin,343612.0,No,Yes,New Dwelling house /Apartment,2021,12,DUBLIN15
Meath,255066.0,No,Yes,New Dwelling house /Apartment,2021,8,NON_DUBLIN
Donegal,54870.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Dublin,256000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,DUBLIN15
Leitrim,185000.0,Yes,Yes,New Dwelling house /Apartment,2021,10,NON_DUBLIN
Cork,227700.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Meath,226431.7,No,Yes,New Dwelling house /Apartment,2021,10,NON_DUBLIN
Cavan,90000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Kerry,140000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Dublin,340000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,DUBLIN_OTHER
Kildare,218412.5,No,Yes,New Dwelling house /Apartment,2021,10,NON_DUBLIN
Donegal,100000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Wicklow,228000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Louth,395000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Westmeath,205000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Cork,185000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,NON_DUBLIN
Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,DUBLIN13
Cork,193800.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Wicklow,107500.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Dublin,380000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,DUBLIN8
Longford,305000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Dublin,365637.81,No,Yes,New Dwelling house /Apartment,2021,12,DUBLIN_OTHER
Wexford,374000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Dublin,540000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,DUBLIN3
Dublin,500000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,DUBLIN_OTHER
Galway,59500.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Wicklow,200000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Kildare,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,DUBLIN_OTHER
Dublin,257000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,DUBLIN_OTHER
Dublin,426000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,DUBLIN5
Waterford,250000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Dublin,245000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,DUBLIN15
Kerry,220000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Galway,240000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,NON_DUBLIN
Waterford,85000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Westmeath,225000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,DUBLIN18
Monaghan,160000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Dublin,390000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,DUBLIN18
Mayo,41000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Sligo,60000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Cork,120000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Cork,170000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Dublin,519823.79,No,Yes,New Dwelling house /Apartment,2021,11,DUBLIN_OTHER
Meath,182500.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Cork,367000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Mayo,231000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Kilkenny,122950.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Dublin,470000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,DUBLIN_OTHER
Cork,545000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,DUBLIN_OTHER
Westmeath,230000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Tipperary,222000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Carlow,148625.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Offaly,177000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Wexford,172000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Louth,162000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Dublin,621146.0,No,Yes,New Dwelling house /Apartment,2021,3,DUBLIN_OTHER
Meath,215000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Cork,253000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,DUBLIN15
Dublin,670000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,DUBLIN_OTHER
Offaly,335000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Offaly,40000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Cavan,65000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Kildare,310000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Westmeath,150000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Cork,246696.04,No,Yes,New Dwelling house /Apartment,2021,9,NON_DUBLIN
Carlow,175000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Limerick,50000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Dublin,485000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,DUBLIN3
Donegal,129000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Louth,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Galway,240000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,DUBLIN18
Meath,312775.0,No,Yes,New Dwelling house /Apartment,2021,9,NON_DUBLIN
Donegal,440000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Galway,248000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Kildare,281938.32,No,Yes,New Dwelling house /Apartment,2021,3,NON_DUBLIN
Dublin,318000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,DUBLIN8
Kildare,524000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,DUBLIN15
Mayo,75000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,DUBLIN_OTHER
Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Galway,315000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Wexford,500000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Donegal,113500.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Leitrim,59000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Cork,175000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Kilkenny,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,DUBLIN_OTHER
Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,DUBLIN_OTHER
Wicklow,400000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,NON_DUBLIN
Cork,299560.0,No,Yes,New Dwelling house /Apartment,2021,7,NON_DUBLIN
Dublin,343612.33,No,Yes,New Dwelling house /Apartment,2021,12,DUBLIN15
Dublin,520000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,DUBLIN_OTHER
Dublin,308000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,DUBLIN1
Limerick,195000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Dublin,251000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,DUBLIN_OTHER
Roscommon,220000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,DUBLIN_OTHER
Kilkenny,460000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Wicklow,449339.2,No,Yes,New Dwelling house /Apartment,2021,12,NON_DUBLIN
Cork,76651.98,Yes,Yes,New Dwelling house /Apartment,2021,11,NON_DUBLIN
Donegal,60000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Tipperary,29400.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Kildare,605000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Meath,330396.0,No,Yes,New Dwelling house /Apartment,2021,9,NON_DUBLIN
Dublin,230000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,DUBLIN_OTHER
Dublin,405000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,DUBLIN12
Dublin,305000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,DUBLIN_OTHER
Cavan,42000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Kerry,360000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Dublin,390000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,DUBLIN15
Limerick,140000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Laois,229225.0,No,Yes,New Dwelling house /Apartment,2021,10,NON_DUBLIN
Clare,250000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,DUBLIN_OTHER
Dublin,245000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,DUBLIN_OTHER
Wexford,260000.0,No,Yes,New Dwelling house /Apartment,2021,7,NON_DUBLIN
Wexford,200000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Cork,240000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Kildare,330000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Kildare,231000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Dublin,370000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,DUBLIN7
Sligo,295154.18,No,Yes,New Dwelling house /Apartment,2021,12,NON_DUBLIN
Meath,306000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Dublin,400000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,DUBLIN9
Limerick,282000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,DUBLIN3
Cork,339700.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Wicklow,325000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Mayo,175000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Cork,282000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Roscommon,85000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Tipperary,128000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Meath,380000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Sligo,136563.87,No,Yes,New Dwelling house /Apartment,2021,1,NON_DUBLIN
Dublin,303510.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,DUBLIN24
Cork,240000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Cork,235000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,DUBLIN8
Westmeath,206000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Kerry,135000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Cavan,205000.0,No,Yes,New Dwelling house /Apartment,2021,9,NON_DUBLIN
Cork,85000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Dublin,237500.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,DUBLIN14
Dublin,227500.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,DUBLIN24
Dublin,356828.19,No,Yes,New Dwelling house /Apartment,2021,1,DUBLIN_OTHER
Dublin,100000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,DUBLIN7
Dublin,582000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,DUBLIN_OTHER
Meath,251101.32,No,Yes,New Dwelling house /Apartment,2021,10,NON_DUBLIN
Dublin,344000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,DUBLIN_OTHER
Limerick,275000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Dublin,302000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,DUBLIN6
Dublin,525000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,DUBLIN16
Dublin,322925.0,No,No,New Dwelling house /Apartment,2021,9,DUBLIN_OTHER
Kerry,378590.31,No,Yes,New Dwelling house /Apartment,2021,5,NON_DUBLIN
Cork,235000.0,No,Yes,New Dwelling house /Apartment,2021,10,NON_DUBLIN
Cork,215000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Kildare,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Wicklow,675500.0,No,Yes,New Dwelling house /Apartment,2021,3,NON_DUBLIN
Cork,142000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Clare,60000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Kildare,175000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Donegal,140000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Wicklow,343611.0,No,Yes,New Dwelling house /Apartment,2021,12,NON_DUBLIN
Kilkenny,156000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,NON_DUBLIN
Donegal,145000.0,Yes,Yes,New Dwelling house /Apartment,2021,3,NON_DUBLIN
Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,DUBLIN7
Wexford,195000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Kildare,175000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Leitrim,280000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,NON_DUBLIN
Kildare,405286.0,No,Yes,New Dwelling house /Apartment,2021,12,NON_DUBLIN
Cork,339206.0,No,Yes,New Dwelling house /Apartment,2021,5,NON_DUBLIN
Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Cork,320000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Dublin,500000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,DUBLIN_OTHER
Kerry,185000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Cork,375000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Offaly,150000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Cork,145000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Galway,357000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Louth,252000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Roscommon,50000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Sligo,205000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Louth,401000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Tipperary,85000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Monaghan,30000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Wexford,150000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Cork,320000.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Donegal,33000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Roscommon,73000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Monaghan,67196.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,DUBLIN5
Donegal,165500.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Kildare,370000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Dublin,351250.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,DUBLIN7
Donegal,60000.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Galway,485000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Limerick,370044.0,No,Yes,New Dwelling house /Apartment,2021,3,NON_DUBLIN
Meath,334802.0,No,Yes,New Dwelling house /Apartment,2021,8,NON_DUBLIN
Cork,275000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Tipperary,193000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Meath,220000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,DUBLIN16
Louth,245561.0,No,Yes,New Dwelling house /Apartment,2021,12,NON_DUBLIN
Laois,285000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Leitrim,330000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Wexford,260000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Cork,237000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Dublin,602654.0,No,Yes,New Dwelling house /Apartment,2021,5,DUBLIN_OTHER
Wexford,245000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Waterford,195224.67,Yes,Yes,New Dwelling house /Apartment,2021,6,NON_DUBLIN
Donegal,130000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Waterford,306000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Wexford,135000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Cork,145000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Mayo,345000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Limerick,450000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Dublin,475000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,DUBLIN4
Dublin,383260.0,No,Yes,New Dwelling house /Apartment,2021,10,DUBLIN_OTHER
Dublin,49300.0,No,No,Second-Hand Dwelling house /Apartment,2021,10,DUBLIN_OTHER
Cork,365000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,NON_DUBLIN
Dublin,580000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,DUBLIN_OTHER
Wexford,210000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Kerry,250000.0,No,Yes,New Dwelling house /Apartment,2021,5,NON_DUBLIN
Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,DUBLIN1
Meath,234000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Cork,380000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Dublin,205000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,DUBLIN_OTHER
Cork,226872.24,No,Yes,New Dwelling house /Apartment,2021,12,NON_DUBLIN
Meath,286343.0,No,Yes,New Dwelling house /Apartment,2021,10,NON_DUBLIN
Meath,218000.0,No,No,Second-Hand Dwelling house /Apartment,2021,11,NON_DUBLIN
Dublin,281938.33,No,Yes,New Dwelling house /Apartment,2021,11,DUBLIN11
Cork,192000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Dublin,15500.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,2,DUBLIN24
Kildare,335000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Dublin,295154.0,No,Yes,New Dwelling house /Apartment,2021,7,DUBLIN_OTHER
Cork,343612.0,No,Yes,New Dwelling house /Apartment,2021,5,NON_DUBLIN
Wexford,194000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Dublin,336000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,DUBLIN_OTHER
Wicklow,206000.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,6,NON_DUBLIN
Limerick,170000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Donegal,180000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Kerry,279388.0,Yes,No,Second-Hand Dwelling house /Apartment,2021,10,NON_DUBLIN
Meath,299500.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Dublin,460000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,DUBLIN_OTHER
Limerick,71000.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Cork,400000.0,No,No,Second-Hand Dwelling house /Apartment,2021,4,NON_DUBLIN
Carlow,145750.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Donegal,104000.0,No,No,Second-Hand Dwelling house /Apartment,2021,8,NON_DUBLIN
Dublin,443410.0,No,No,New Dwelling house /Apartment,2021,9,DUBLIN_OTHER
Laois,216000.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,NON_DUBLIN
Laois,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Limerick,330396.0,No,Yes,New Dwelling house /Apartment,2021,12,NON_DUBLIN
Dublin,286300.0,No,Yes,New Dwelling house /Apartment,2021,2,DUBLIN_OTHER
Louth,248458.0,No,Yes,New Dwelling house /Apartment,2021,12,NON_DUBLIN
Cork,182000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Roscommon,90000.0,No,No,Second-Hand Dwelling house /Apartment,2021,1,NON_DUBLIN
Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,DUBLIN_OTHER
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,9,DUBLIN_OTHER
Carlow,210000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,6,DUBLIN_OTHER
Kildare,270000.0,No,No,Second-Hand Dwelling house /Apartment,2021,12,NON_DUBLIN
Cork,252500.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,NON_DUBLIN
Waterford,127000.0,No,No,Second-Hand Dwelling house /Apartment,2021,3,NON_DUBLIN
Dublin,670000.0,No,No,Second-Hand Dwelling house /Apartment,2021,5,DUBLIN9
Dublin,480171.0,No,Yes,New Dwelling house /Apartment,2021,5,DUBLIN_OTHER
Kildare,585000.0,No,No,Second-Hand Dwelling house /Apartment,2021,7,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2021,2,DUBLIN13
